company_id|company_no|company_name|company_intype|company_constitution|company_incorporation|company_objectives|company_industrya|company_industryb|company_website|company_staffid|company_comment|company_remark|company_country|company_gst|company_activate|company_financialyearend
220|1068920-V|ARTAMOTION SDN. BHD.|Own|Private Limited|04/11/2013|||||2|||Malaysia||t|31/10/2015
221|974526-A|AS WORLD VACATION SDN. BHD.|Takeover|Private Limited|10/01/2012|||||2|||Malaysia||t|31/12/2017
222|1134854-A|AS1A COMMERCE CHROME SDN. BHD.|Own|Private Limited|11/03/2015|||||2|||Malaysia||t|30/09/2017
223|1133535-W|AS1A STAR ONE CAPITAL SDN. BHD.|Own|Private Limited|03/03/2015|||||2|||Malaysia||t|28/02/2017
225|1069003-D|AVANTI SETTE SDN. BHD.|Own|Private Limited|04/11/2013|||||2|||Malaysia||t|31/12/2015
226|909485-H|AXENTEL TECHNOLOGIES SDN. BHD.|Own|Private Limited|27/07/2010|||||2|||Malaysia||t|30/06/2017
227|1100541-V|BEICIP TECHNOLOGY SOLUTIONS ASIA SDN. BHD.|Own|Private Limited|07/07/2014|||||2|||Malaysia||t|31/12/2017
228|1049589-D |BEICIP TECHNOLOGY SOLUTIONS SDN. BHD.|Takeover|Private Limited|12/06/2013|||||2|||Malaysia||t|31/12/2017
229|851641-X|BELIMBING RESOURCES SDN. BHD.|Own|Private Limited|30/03/2009|||||2|||Malaysia||t|31/03/2014
230|834436-W|BAYANGAN DEVELOPMENT SDN. BHD.|Own|Private Limited|30/09/2008|||||2|||Malaysia||t|31/12/2017
231|566449-H|AWANA POPULAR SDN. BHD.|Own|Private Limited|10/12/2001|||||2|||Malaysia||t|31/12/2017
232|958804-X|BIG DISCOVERY SDN. BHD.|Own|Private Limited|26/08/2011|||||2|||Malaysia||t|31/12/2016
233|1078149-U|BIG GORILLA GAMES SDN.BHD.|Own|Private Limited|21/01/2014|||||2|||Malaysia||t|31/03/2016
234|1098592-W|BLACK GOLD OILFIELD SERVICES SDN. BHD.|Own|Private Limited|20/06/2014|||||2|||Malaysia||t|30/06/2017
235|555383-P|BLUE ORANGE RESOURCES SDN. BHD.|Own|Private Limited|06/08/2001|||||2|||Malaysia||t|31/12/2017
236|794995-A|BOXLIGHT ASIA SDN. BHD.|Own|Private Limited|07/11/2007|||||2|||Malaysia||t|31/12/2016
237|319814-V|BOLD MANDATE SDN. BHD.|Own|Private Limited|13/10/1994|||||2|||Malaysia||t|31/12/2017
238|347561-W|BUILTECH INTERIOR EXTERIOR SDN. BHD.|Own|Private Limited|21/06/1995|||||2|||Malaysia||t|30/06/2017
239|447030-X|AXIS CONTRACTS SDN. BHD.|Own|Private Limited|17/09/1997|||||2|||Malaysia||t|31/12/2017
240|447030-X|AXIS CONTRACTS SDN. BHD.|Own|Private Limited|17/09/1997|||||2|||Malaysia||f|31/12/2017
241|447030-X|AXIS CONTRACTS SDN. BHD.|Own|Private Limited|17/09/1997|||||2|||Malaysia||f|31/12/2017
77|1235814-A|FVI SERVICES (M) SDN. BHD.|Own|Private Limited|19/06/2017|||||4|||Malaysia||t|31/05/2018
242|1049069-U|J&S PARADISE SDN. BHD.|Takeover|Private Limited|07/06/2013|||||2|||Malaysia||f|30/09/2015
243|1049069-U|BWONDER HOLDING SDN. BHD.|Takeover|Private Limited|07/06/2013|||||2|||Malaysia||t|30/09/2015
252|638651-A|CAVENZI DESIGN SDN. BHD.|Own|Private Limited|05/01/2004|||||2|||Malaysia||t|31/05/2017
244|917315-X|CALMOAQUA SDN. BHD.|Takeover|Private Limited|07/10/2010|||||2|||Malaysia||t|31/12/2017
245|1194739-K|CANGKAT MENANG SDN. BHD.|Own|Private Limited|18/07/2016|||||2|||Malaysia||t|01/01/2017
246|884365-W|CASA PRESTIGE SDN. BHD.|Own|Private Limited|31/12/2009|||||2|||Malaysia||t|31/12/2017
247|554044-T|CAS TRANSPORT SDN. BHD.|Takeover|Private Limited|20/07/2001|||||2|||Malaysia||t|31/12/2016
248|302704-K|BAYANGAN SEPADU SDN. BHD.|Own|Private Limited|03/06/1994|||||2|||Malaysia||t|31/12/2017
249|1233105-U|CENOZAI SDN. BHD.|Own|Private Limited|30/05/2017|||||2|||Malaysia||t|01/01/2017
250|257491-U|AMBERON SDN. BHD.|Own|Private Limited|02/02/1993|||||2|||Malaysia||t|30/09/2017
251|768528-M|CASSEROSE AGROFARM SDN. BHD.|Own|Private Limited|06/04/2007|||||2|||Malaysia||t|31/12/2017
254|781865-X|CHARLTON MARTIN CONSULTANTS SDN. BHD.|Takeover|Private Limited|20/07/2007|||||2|||Malaysia||t|31/03/2017
253|816292-W|CAVENZI FURNITURE OUTLET SDN. BHD.|Own|Private Limited|06/05/2008|||||2|||Malaysia||t|31/05/2017
255|737283-X|CHEN FAMILY HOLDING SDN. BHD.|Own|Private Limited|12/06/2006|||||2|||Malaysia||t|30/06/2017
257|1220816-H|CIRKOL SDN. BHD.|Own|Private Limited|06/03/2017|||||2|||Malaysia||t|01/01/2017
261|974149-V|CLICKWORKZ SOLUTIONS SDN. BHD.|Own|Private Limited|06/01/2012|||||2|||Malaysia||t|31/12/2017
262|488686-P|CHEONG LOONG SEA PRODUCT SDN. BHD.|Takeover|Private Limited|15/07/1999|||||2|||Malaysia||t|31/10/2017
263|636533-H|COMMBAX SDN. BHD.|Own|Private Limited|10/12/2003|||||2|||Malaysia||t|31/12/2016
264|777097-M|COMZ CORPORATION GROUP SDN. BHD.|Own|Private Limited|14/06/2007|||||2|||Malaysia||t|30/06/2017
256|1164230-P|CL BIZ INTEGRATION SDN. BHD.|Own|Private Limited|30/10/2015|||||2|S551(1) @ 2017-12-18||Malaysia||t|31/12/2017
224|1134852-V|AS1A TECHNOLOGY SDN. BHD.|Own|Private Limited|11/03/2015|||||2|||Malaysia||t|30/04/2018
202|1227764-M|WMF CRANE SDN. BHD.|Own|Private Limited|19/04/2017|||||4|||Malaysia||t|31/12/2017
269|1163958-K|ECRIL RESOURCES SDN. BHD.|Own|Private Limited|28/10/2015|||||2|||Malaysia||t|30/11/2017
270|1194611-X|ECOTRANCH SDN. BHD.|Own|Private Limited|15/07/2016|||||2|||Malaysia||t|01/01/2017
273|1024487-T|ECOS ATMOSPHERE SDN. BHD.|Own|Private Limited|14/11/2012|||||2|||Malaysia||t|31/10/2017
258|1214278-V|CHILINDO SDN. BHD.|Own|Private Limited|03/01/2017|||||2|||Malaysia||t|31/12/2017
259|1061326-M|DABZEE SDN. BHD.|Own|Private Limited|09/09/2013|||||2|||Malaysia||t|31/12/2015
260|787609-A|CINE GEAR (M) SDN. BHD.|Own|Private Limited|06/09/2007|||||2|||Malaysia||t|31/12/2017
266|470404-T|CORPORATE EYE SDN. BHD.|Takeover|Private Limited|16/10/1998|||||2|||Malaysia||t|31/12/2017
268|868042-V|DOWNHOLE PRODUCTS ASIA SDN. BHD.|Takeover|Private Limited|12/08/2009|||||2|||Malaysia||t|31/12/2017
271|1156518-H|DROPIT VENTURES SDN. BHD.|Own|Private Limited|24/08/2015|||||2|||Malaysia||t|31/12/2017
274|700263-H|DE ENVISION SIGN SDN. BHD.|Own|Private Limited|14/06/2005|||||2|||Malaysia||t|30/06/2017
275|660466-U|EAST NET DATA SYSTEM SDN. BHD.|Takeover|Private Limited|23/07/2004|||||2|||Malaysia||t|31/10/2017
276|950577-V|ELEGANCE FOOTWEARS SDN. BHD.|Takeover|Private Limited|28/06/2011|||||2|||Malaysia||t|30/06/2017
277|1092870-H|FAIRLAND TRADING SDN. BHD.|Own|Private Limited|12/05/2014|||||2|||Malaysia||t|01/01/2017
278|1096018-K|ES PROJECTS SDN. BHD.|Own|Private Limited|02/06/2014|||||2|||Malaysia||t|31/12/2015
279|1068175-A|ESSENTIAL PLASTIC SDN. BHD.|Takeover|Private Limited|29/10/2013|||||2|||Malaysia||t|31/12/2017
280|1138718-W|ETON CONSULTING SDN. BHD.|Takeover|Private Limited|03/04/2015|||||2|||Malaysia||t|31/03/2017
319|911579-K|HUIJI (MALAYSIA) SDN. BHD.|Takeover|Private Limited|12/08/2010|||||2|||Malaysia||t|31/03/2017
320|1038032-M|HOGO WORLDWIDE TRADING SDN. BHD.|Takeover|Private Limited|12/03/2013|||||2|||Malaysia||t|31/12/2015
281|629407-X|EOSG INTERNATIONAL SDN. BHD.|Own|Private Limited|26/09/2003|||||2|||Malaysia||t|31/12/2016
282|1121280-A|FISHBONES MST SDN. BHD.|Own|Private Limited|04/12/2014|||||2|||Malaysia||t|31/12/2017
283|1109248-X|FIRST TAMARA SDN. BHD.|Own|Private Limited|17/09/2014|||||2|||Malaysia||t|01/01/2017
284|1236247-V|FAMILY WEALTH VISIONS SDN. BHD.|Own|Private Limited|21/06/2017|||||2|||Malaysia||t|01/01/2017
286|1097584-T|FLEXSERVICE SDN. BHD|Own|Private Limited|13/06/2014|||||2|||Malaysia||t|31/07/2017
287|296116-D|DELMARCO SDN. BHD.|Takeover|Private Limited|16/04/1994|||||2|||Malaysia||t|31/12/2017
289|815384-W|FOREM TRADING SDN. BHD.|Takeover|Private Limited|25/04/2008|||||2|||Malaysia||t|31/05/2012
291|1129431-P|FRIDFULL SDN. BHD.|Own|Private Limited|28/01/2015|||||2|||Malaysia||t|31/12/2017
292|1215436-M|FUSION INFOTECH SDN. BHD.|Own|Private Limited|11/01/2017|||||2|||Malaysia||t|01/01/2017
293|1158143-X|FUZIEON CONSTRUCTION HOLDINGS SDN. BHD.|Own|Private Limited|07/09/2015|||||2|||Malaysia||t|30/11/2017
294|1022919-W|GLOBAL I ESSENTIALS RECOVERY SDN. BHD.|Own|Private Limited|01/11/2012|||||2|||Malaysia||t|31/12/2017
296|1241168-K|GLOBAL ESSENTIAL TRADE BUSINESS SDN. BHD.|Own|Private Limited|01/08/2017|||||2|||Malaysia||t|01/01/2017
297|1152241-P|GLARE GLOBAL ENERGY SDN. BHD.|Own|Private Limited|14/07/2015|||||2|||Malaysia||t|31/07/2017
298|1135220-T|GEGAS MENTARI HOLDINGS SDN. BHD.|Own|Private Limited|13/03/2015|||||2|||Malaysia||t|01/01/2017
299|1179856-D|GEEKYLYTICS SDN. BHD.|Own|Private Limited|17/03/2016|||||2|||Malaysia||t|01/01/2017
300|833000-K|GARD INC. SDN. BHD.|Own|Private Limited|16/09/2008|||||2|||Malaysia||t|31/12/2017
301|1189380-K|GDBC INFORMATION MALAYSIA SDN. BHD.|Own|Private Limited|30/05/2016|||||2|||Malaysia||t|01/01/2017
302|1116337-A|GLOBAL INTERNATIONAL MIGRATION (MM2H) SDN. BHD.|Own|Private Limited|04/11/2014|||||2|||Malaysia||t|31/10/2016
303|1133168-A|GO TOP IT SDN. BHD.|Own|Private Limited|02/03/2015|||||2|||Malaysia||t|31/03/2017
304|951461-M|GOLDEN MARKETING SOLUTIONS SDN. BHD.|Takeover|Private Limited|05/07/2011|||||2|||Malaysia||t|31/12/2017
306|1190263-M|GREEN ASIA ENGINEERING & CONSTRUCTION SDN. BHD.|Own|Private Limited|03/06/2016|||||2|||Malaysia||t|01/01/2017
307|774012-X|HARBOURINE SDN. BHD.|Own|Private Limited|18/05/2007|||||2|||Malaysia||t|30/06/2017
308|1034700-X|HARTA BITARA DEVELOPMENT SDN. BHD.|Own|Private Limited|13/02/2013|||||2|||Malaysia||t|31/12/2017
309|1195482-T|HEKTAR SELESA SDN. BHD.|Own|Private Limited|22/07/2016|||||2|||Malaysia||t|01/01/2017
310|469827-D|HARITS INTERIORS SDN. BHD.|Own|Private Limited|05/10/1998|||||2|||Malaysia||t|31/12/2017
311|445198-U|G.S. PRODUCTIONS SDN. BHD.|Takeover|Private Limited|28/08/1997|||||2|||Malaysia||t|31/12/2017
312|514215-V|GALLERIA HARITS SDN. BHD.|Own|Private Limited|13/05/2000|||||2|||Malaysia||t|31/07/2017
313|798972-T|I GROW MARKETING SDN. BHD.|Own|Private Limited|10/12/2007|||||2|||Malaysia||t|31/12/2017
316|1133968-X|IMPOSSIBLE MARKETING ACADEMY SDN. BHD.|Own|Private Limited|05/03/2015|||||2|||Malaysia||t|31/10/2016
317|1152386-H|HOUSE CALL MEDIC SDN. BHD.|Own|Private Limited|15/07/2015|||||2|||Malaysia||t|31/07/2017
318|LLP0009075|HPHT DRILLING SPECIALISTS PLT|Own|Limited Liability Partnership|09/09/2016|||||2|||Malaysia||t|01/01/2017
321|1185762-T|HIMMER INDUSTRIAL SERVICES (M) SDN. BHD.|Own|Private Limited|29/04/2016|||||2|||Malaysia||t|01/01/2017
322|885739-X|HERBA ANGGUN SDN. BHD.|Own|Private Limited|11/01/2010|||||2|||Malaysia||t|31/12/2017
323|1203843-W|HERITAGE MALAYA CRAFT SDN. BHD.|Own|Private Limited|04/10/2016|||||2|||Malaysia||t|01/01/2017
324|667752-T|HIGHLAND ENERGY PRODUCTS SDN. BHD.|Takeover|Private Limited|29/09/2004|||||2|||Malaysia||t|01/01/2017
326|726390-A|INFOMACY TECHNOLOGY SDN. BHD.|Own|Private Limited|10/03/2006|||||2|||Malaysia||t|31/03/2017
327|325604-M|GAMA TAKTIK SDN. BHD.|Own|Private Limited|02/12/1994|||||2|||Malaysia||t|31/12/2016
328|358514-K|GGS SYSTEMS (M) SDN. BHD.|Own|Private Limited|07/09/1995|||||2|||Malaysia||t|31/12/2017
315|737734-H|IDIFYNETZ SDN. BHD.|Own|Private Limited|15/06/2006|||||2|||Malaysia||t|30/06/2018
272|1177504-W|EMERY STRATEGIES SDN. BHD.|Takeover|Private Limited|29/02/2016|||||2|||Malaysia||t|31/12/2017
285|955279-P|FJC HOLDINGS SDN. BHD.|Own|Private Limited|01/08/2011|||||2|||Malaysia||t|31/07/2018
290|1220169-X|FREO GROUP MALAYSIA SDN. BHD.|Own|Private Limited|01/03/2017|||||2|||Malaysia||t|28/02/2018
295|974669-A|GLOBAL I EXCEED MANAGEMENT SDN. BHD.|Own|Private Limited|11/01/2012|||||2|||Malaysia||t|31/03/2018
314|1229962-V|IABSE MALAYSIA BERHAD|Own|Public Limited|08/05/2017|||||2|||Malaysia||t|30/06/2018
330|867822-H|IPLUS TECHNOLOGIES SDN. BHD.|Own|Private Limited|10/08/2009|||||2|||Malaysia||t|31/08/2017
331|1218088-A|JAG IDEAS (MALAYSIA) SDN. BHD.|Own|Private Limited|08/02/2017|||||2|||Malaysia||t|01/01/2017
325|1194444-H|INFINITY HOME FIX SDN. BHD.|Own|Private Limited|13/07/2016|||||2|||Malaysia||t|30/09/2017
267|822496-K|DEKORASI NUSANTARA SDN. BHD.|Own|Private Limited|20/06/2008|||||2|||Malaysia||t|30/06/2018
332|957795-T|JY CAPITAL (M) SDN. BHD.|Own|Private Limited|19/08/2011|||||2|||Malaysia||t|30/09/2016
335|946965-V|JY HOLDINGS SDN. BHD.|Own|Private Limited|01/06/2011|||||2|||Malaysia||t|30/09/2016
367|656276-P|MSP SERVICES SDN. BHD.|Own|Private Limited|16/06/2004|||||2|||Malaysia||t|30/06/2018
334|946743-A|JY COMMERCE SDN. BHD.|Own|Private Limited|30/05/2011|||||2|||Malaysia||t|30/09/2016
336|1169191-X|KAWATEC MALAYSIA SDN. BHD.|Own|Private Limited|15/12/2015|||||2|||Malaysia||t|31/12/2017
337|1070154-P|KEJURUTERAAN GANDA USAHA SDN. BHD.|Takeover|Private Limited|13/11/2013|||||2|||Malaysia||t|01/01/2017
338|1184781-V|LAB WHITE SDN. BHD.|Own|Private Limited|21/04/2016|||||2|||Malaysia||t|01/01/2017
340|666170-K|JS DENKI SDN. BHD.|Own|Private Limited|16/09/2004|||||2|||Malaysia||t|31/12/2017
341|632851-A|JENSATRIA SDN. BHD.|Own|Private Limited|30/10/2003|||||2|||Malaysia||t|31/12/2017
342|992431-P|LEA HIN CO., (PTE) LTD|Takeover|Private Limited|14/12/1960|||||2|||Singapore||t|30/06/2017
343|378877-V|INFINITE ACQUISITIONS SDN. BHD.|Takeover|Private Limited|06/03/1996|||||2|||Malaysia||t|31/12/2016
345|1135773-U|LUXE INTERIOR SDN. BHD.|Own|Private Limited|18/03/2015|||||2|||Malaysia||t|01/01/2017
346|1174876-W|LYPSINC SDN. BHD.|Own|Private Limited|03/02/2016|||||2|||Malaysia||t|31/12/2017
347|1160335-V|MADCAPT OIL SERVICES SDN. BHD.|Own|Private Limited|28/09/2015|||||2|||Malaysia||t|01/01/2017
348|1049361-W|MAHFUZ PRODUCTION SDN. BHD.|Own|Private Limited|10/06/2013|||||2|||Malaysia||t|30/05/2015
349|864655-D|LINS COMMUNICATION SDN. BHD.|Takeover|Private Limited|15/07/2009|||||2|||Malaysia||t|31/12/2017
350|937593-H|LOY ONN SDN. BHD.|Takeover|Private Limited|24/03/2011|||||2|||Malaysia||t|30/06/2017
351|405427-K|LINS ADVERTISING & MARKETING SDN. BHD.|Own|Private Limited|10/10/1996|||||2|||Malaysia||t|31/12/2017
352|1198431-H|MCINTYRE IT SDN. BHD.|Own|Private Limited|16/08/2016|||||2|||Malaysia||t|01/01/2017
354|687437-W|MAYA AKTIF SDN. BHD.|Own|Private Limited|06/04/2005|||||2|||Malaysia||t|31/12/2017
355|1196127-M|MAJESTIC ODYSSEY SDN. BHD.|Own|Private Limited|28/07/2016|||||2|||Malaysia||t|01/01/2017
356|1018378-H|LONGWIN MANAGEMENT SDN. BHD.|Takeover|Private Limited|26/09/2012|||||2|||Malaysia||t|31/12/2016
357|913782-X|MARS2OZ SOLUTIONS SDN. BHD.|Own|Private Limited|02/09/2010|||||2|||Malaysia||t|31/08/2016
358|1159716-K|MAJESTIC ADVISORS SDN. BHD.|Takeover|Private Limited|21/09/2015|||||2|||Malaysia||t|01/01/2017
359|689722-X|MAHLIGAI PERKASA SDN. BHD.|Own|Private Limited|28/04/2005|||||2|||Malaysia||t|31/12/2017
360|879476-V|ME MOBILE SDN. BHD.|Takeover|Private Limited|17/11/2009|||||2|||Malaysia||t|31/07/2018
361|1183508-H|MN BUSINESS REVOLUTION SDN. BHD.|Own|Private Limited|13/04/2016|||||2|||Malaysia||t|01/01/2017
362|1158059-X|MIZZEON TRANSFORMATION SDN. BHD.|Own|Private Limited|07/09/2015|||||2|||Malaysia||t|31/12/2017
384|1025605-M|NUR ADP SDN. BHD.|Own|Private Limited|26/11/2012|||||2|||Malaysia||t|01/01/2017
363|627049-A|MEDISINA CARE SDN.BHD.|Own|Private Limited|03/09/2003|||||2|||Malaysia||t|31/12/2015
365|812705-P|MIDDLE EAST WOOD SDN. BHD.|Own|Private Limited|07/04/2008|||||2|||Malaysia||t|30/04/2017
366|836291-A|MIDDLE EAST WOOD TRADING SDN. BHD.|Own|Private Limited|22/10/2008|||||2|||Malaysia||t|31/10/2017
398|685322-V|PRISTINE GATEWAY SDN. BHD.|Own|Private Limited|22/03/2005|||||2|||Malaysia||t|31/03/2018
368|520006-H|MRT PICTURES SDN. BHD.|Own|Private Limited|12/07/2000|||||2|||Malaysia||t|31/12/2017
369|288056-X|MEGA UNITED PICTURES SDN. BHD.|Own|Private Limited|24/01/1994|||||2|||Malaysia||t|31/12/2016
370|132973-W|LONGWIN HOLDINGS SDN. BHD.|Takeover|Private Limited|23/09/2014|||||2|||Malaysia||t|31/12/2011
371|62190-P|LONGWIN DEVELOPMENT SDN. BHD.|Takeover|Private Limited|09/09/1980|||||2|||Malaysia||t|31/12/2010
372|1186305-V|NANT ASIA SDN. BHD.|Own|Private Limited|05/05/2016|||||2|||Malaysia||t|01/01/2017
373|1153104-T|NATUCON MALAYSIA SDN. BHD.|Own|Private Limited|27/07/2015|||||2|||Malaysia||t|30/06/2017
375|1159953-H|MULTICORE RESOURCES SDN. BHD.|Own|Private Limited|23/09/2015|||||2|||Malaysia||t|31/08/2017
376|679308-U|MSP SYSTEMS (M) SDN. BHD.|Takeover|Private Limited|25/01/2005|||||2|||Malaysia||t|30/06/2017
377|1236210-H|NUMBASE MALAYSIA SDN. BHD.|Own|Private Limited|21/06/2017|||||2|||Malaysia||t|01/01/2017
378|949596-H|MTM TECHNOLOGY SDN. BHD.|Own|Private Limited|21/06/2011|||||2|||Malaysia||t|30/06/2017
379|876913-X|MVS MARKETING SDN. BHD.|Own|Private Limited|29/10/2009|||||2|||Malaysia||t|31/12/2017
380|843118-X|MY GLOBAL ENGINEERING SDN. BHD.|Own|Private Limited|05/01/2009|||||2|||Malaysia||t|31/12/2016
381|843721-W|NEXUS HARDWARE SDN. BHD.|Own|Private Limited|09/01/2009|||||2|||Malaysia||t|31/12/2017
382|747899-A|NUMES SDN. BHD.|Own|Private Limited|20/09/2006|||||2|||Malaysia||t|31/12/2017
383|761523-K|NUMSA AVIATION SDN. BHD.|Own|Private Limited|02/02/2007|||||2|||Malaysia||t|31/05/2016
385|1244413-U|PACIFIC BUILDING TECHNOLOGIES SDN. BHD.|Own|Private Limited|23/08/2017|||||2|||Malaysia||t|01/01/2017
386|1143703-P|OLIVESTOUCH TECHNOLOGIES SDN. BHD.|Own|Private Limited|08/05/2015|||||2|||Malaysia||t|31/12/2017
387|626448-D|ORICSON SDN. BHD.|Own|Private Limited|28/08/2003|||||2|||Malaysia||t|31/12/2016
388|1110428-H|PANTHERA MOTION PICTURES SDN. BHD.|Own|Private Limited|24/09/2014|||||2|||Malaysia||t|31/12/2016
389|1180415-H|PARSA INDUSTRY DEVELOPER SDN. BHD.|Own|Private Limited|21/03/2016|||||2|||Malaysia||t|01/01/2017
390|1142285-U|PIYA DEVELOPMENT (M) SDN. BHD.|Own|Private Limited|27/04/2015|||||2|||Malaysia||t|30/04/2017
391|1174273-M|PLAYTOWN SDN. BHD.|Own|Private Limited|28/01/2016|||||2|||Malaysia||t|31/12/2017
392|926458-A|POWER CLUB ALLIANCE (M) SDN. BHD.|Takeover|Private Limited|22/12/2010|||||2|||Malaysia||t|31/12/2017
394|636093-M|PITABERRY SDN. BHD.|Own|Private Limited|05/12/2013|||||2|||Malaysia||t|31/12/2017
395|559397-A|PERNIAGAAN BERATA ALI SDN. BHD.|Takeover|Private Limited|20/09/2001|||||2|||Malaysia||t|31/12/2017
364|982576-A|MESTIKA WARAS SDN. BHD.|Takeover|Private Limited|15/03/2012|||||2|||Malaysia||t|31/03/2018
344|868195-X|LEE KOOI SENG POWER CLEAN SDN. BHD.|Own|Private Limited|12/08/2009|||||2|||Malaysia||t|31/08/2018
396|250613-P|PARK MASTER SDN. BHD.|Takeover|Private Limited|14/10/1992|||||2|||Malaysia||t|31/12/2017
397|1111856-X|PRIMO MARKETING SDN. BHD.|Own|Private Limited|03/10/2014|||||2|||Malaysia||t|31/12/2017
339|1197258-P|LAMAN PRIMAJAYA SDN. BHD.|Own|Private Limited|08/08/2016|||||2|||Malaysia||t|31/07/2017
333|1233002-H|APTUDE TECHNOLOGY SERVICES SDN. BHD.|Own|Private Limited|29/05/2017|||||2|||Malaysia||t|31/05/2018
405|1086448-A|QNETWORKS SOLUTION SDN. BHD.|Own|Private Limited|26/03/2014|||||2|||Malaysia||t|31/03/2017
406|1211791-M|QUALITRED SDN. BHD.|Own|Private Limited|08/12/2016|||||2|||Malaysia||t|01/01/2017
410|1050237-U|REZEKI MUDA SDN. BHD.|Own|Private Limited|17/06/2013|||||2|||Malaysia||t|01/01/2017
400|973067-A|PROVEN SYNERGY SDN. BHD.|Takeover|Private Limited|28/12/2011|||||2|||Malaysia||t|31/12/2017
401|608455-M|PROWARA HOLDINGS SDN. BHD.|Own|Private Limited|10/03/2003|||||2|||Malaysia||t|31/12/2017
402|932948-K|PUSAT TUISYEN MERIDIAN SDN. BHD.|Own|Private Limited|18/02/2011|||||2|||Malaysia||t|31/03/2017
403|1046549-M|QAWII MH RESOURCES SDN. BHD.|Own|Private Limited|17/05/2013|||||2|||Malaysia||t|31/12/2017
404|1058535-D|QIC MALAYSIA SDN. BHD.|Own|Private Limited|16/08/2013|||||2|||Malaysia||t|30/06/2017
407|1241733-T|REALPACE SERVICES SDN. BHD.|Own|Private Limited|07/08/2017|||||2|||Malaysia||t|01/01/2017
409|1097318-D|REDDISH APPLE EMPIRE MALAYSIA SDN. BHD.|Own|Private Limited|11/06/2014|||||2|||Malaysia||t|31/12/2016
411|839093-A|RIZE ASSOCIATES SDN. BHD.|Own|Private Limited|19/11/2008|||||2|||Malaysia||t|31/01/2014
412|690256-W|REKA INDUK SDN. BHD.|Own|Private Limited|03/05/2005|||||2|||Malaysia||t|31/12/2017
413|600250-W|QUIKFRESH SUPPLY SDN. BHD.|Own|Private Limited|29/11/2002|||||2|||Malaysia||t|31/12/2017
414|1176884-X|SEVENTY GC SDN. BHD.|Own|Private Limited|24/02/2016|||||2|||Malaysia||t|01/01/2017
415|1207907-X|SCUBBI SDN. BHD.|Own|Private Limited|04/11/2016|||||2|||Malaysia||t|01/01/2017
416|1152137-V|SCUBAPLEX SDN. BHD.|Own|Private Limited|14/07/2015|||||2|||Malaysia||t|01/01/2017
417|1176300-P|SCHEARAR CONSULTING SDN. BHD.|Own|Private Limited|19/02/2016|||||2|||Malaysia||t|01/01/2017
418|1043470-D|SAWAHIL GLOBAL PROJECTS (M) SDN. BHD.|Own|Private Limited|22/04/2013|||||2|||Malaysia||t|31/03/2015
419|608451-V|PRO PICTURES SDN. BHD.|Own|Private Limited|10/03/2003|||||2|||Malaysia||t|31/12/2017
420|1161231-A|SF CONTRACTS SDN. BHD.|Own|Private Limited|06/10/2015|||||2|||Malaysia||t|31/12/2017
422|1158691-T|SHP RESOURCES SDN. BHD.|Own|Private Limited|10/09/2015|||||2|||Malaysia||t|01/01/2017
423|1181949-M|SILVERFOX HOSPITALITY SDN. BHD.|Own|Private Limited|01/04/2016|||||2|||Malaysia||t|01/01/2017
424|1139087-T|SNASCO HOLDING SDN. BHD.|Own|Private Limited|07/04/2015|||||2|||Malaysia||t|01/01/2017
425|665928-D|SING HO HENG MEDICAL SDN. BHD.|Own|Private Limited|14/09/2004|||||2|||Malaysia||t|31/12/2017
426|538042-W|SCAN PLUS CORPORATION SDN. BHD.|Takeover|Private Limited|31/01/2001|||||2|||Malaysia||t|30/06/2017
428|1243764-V|SOLUTIONS RESEARCH INTERTECH SDN. BHD.|Own|Private Limited|18/08/2017|||||2|||Malaysia||t|01/01/2017
429|1098691-K|SONGGO TECH SDN. BHD.|Own|Private Limited|23/06/2014|||||2|||Malaysia||t|01/01/2017
430|878761-W|SONGGORITTY (M) SDN. BHD.|Own|Private Limited|11/11/2009|||||2|||Malaysia||t|31/12/2012
431|1156703-W|SPEC OUTLET RETAIL OPTICAL GROUP SDN. BHD.|Own|Private Limited|25/08/2015|||||2|||Malaysia||t|30/09/2017
432|586730-D|SPEED COMP DISTRIBUTIONS SDN. BHD.|Takeover|Private Limited|18/07/2002|||||2|||Malaysia||t|30/06/2007
434|648724-V|SONICTRON SDN. BHD.|Takeover|Private Limited|12/04/2004|||||2|||Malaysia||t|31/12/2017
435|459942-K|SRI STAR MEDICARE SDN. BHD.|Own|Private Limited|26/03/1998|||||2|||Malaysia||t|30/06/2010
436|569285-H|SEMANGAT NEUTRON SDN. BHD.|Own|Private Limited|21/01/2002|||||2|||Malaysia||t|30/06/2017
437|614979-P|SAKURA KRISTAL SDN. BHD.|Own|Private Limited|12/05/2003|||||2|||Malaysia||t|31/12/2017
438|270459-T|SAMWAI AIR-CONDITIONING SDN. BHD.|Takeover|Private Limited|19/07/1993|||||2|||Malaysia||t|31/12/2017
439|796782-M|STAR CHART SDN. BHD.|Own|Private Limited|22/11/2007|||||2|||Malaysia||t|31/12/2010
440|213895-V|SCAN PLUS SDN. BHD.|Takeover|Private Limited|14/03/1991|||||2|||Malaysia||t|30/06/2017
441|1153616-P|SUPERVET SUPPLY SDN. BHD.|Own|Private Limited|30/07/2015|||||2|||Malaysia||t|01/01/2017
442|170123-W|STECON SDN. BHD.|Own|Private Limited|21/04/1988|||||2|||Malaysia||t|30/06/1990
