job_id|createdby_userid|assignto_mappingid|job_entrydate|company_id|job_remark|job_isposted
527|7|8|2018-02-21|437|""|t
530|6|15|2018-02-21|498|""|t
531|8|9|2018-02-21|739|""|t
532|5|6|2018-02-22|498|""|t
1349|5|6|2018-05-16|572|""|t
534|5|6|2018-02-22|540|""|t
791|12|17|2018-03-20|767|CTC|t
536|11|16|2018-02-22|209|""|t
537|8|9|2018-02-22|64|""|t
538|8|9|2018-02-22|739|""|t
539|11|16|2018-02-22|748|""|t
1360|9|10|2018-05-17|679|""|t
541|5|6|2018-02-23|657|""|t
542|6|15|2018-02-23|657|""|t
543|2|2|2018-02-23|295|""|t
544|11|16|2018-02-23|408|""|t
545|12|17|2018-02-23|107|AR @ 2018-03-20|t
546|5|6|2018-02-23|600|""|t
547|5|6|2018-02-23|529|""|t
548|5|6|2018-02-23|764|""|t
549|9|10|2018-02-26|734|""|t
550|11|16|2018-02-26|448|""|t
551|7|8|2018-02-26|364|""|t
552|7|8|2018-02-26|790|""|t
553|12|17|2018-02-26|117|AR@2018-03-14|t
554|11|16|2018-02-26|440|""|t
556|5|6|2018-02-26|792|""|t
795|3|2|2018-03-20|204|""|t
557|11|16|2018-02-26|396|""|t
558|2|2|2018-02-26|290|""|t
559|9|10|2018-02-27|754|""|t
560|11|16|2018-02-27|727|""|t
562|5|6|2018-02-27|793|""|t
1371|6|14|2018-05-18|130|""|t
799|2|1|2018-03-21|290|""|t
672|4|4|2018-03-12|738|""|t
564|11|16|2018-02-27|459|""|t
565|7|8|2018-02-27|427|""|t
1387|11|16|2018-05-21|403|""|t
566|6|14|2018-02-27|726|""|t
1394|11|16|2018-05-21|452|""|t
569|12|17|2018-02-28|648|""|t
570|11|16|2018-02-28|250|""|t
571|8|9|2018-02-28|58|""|t
572|11|16|2018-02-28|543|""|t
1402|9|10|2018-05-22|724|""|t
574|5|6|2018-03-01|635|""|t
575|5|6|2018-03-01|794|""|t
576|7|8|2018-03-01|795|""|t
577|9|10|2018-03-01|662|""|t
578|8|9|2018-03-01|49|""|t
1409|9|10|2018-05-23|692|""|t
579|7|8|2018-03-01|482|""|t
580|5|6|2018-03-01|572|""|t
1415|11|16|2018-05-23|304|""|t
1421|9|10|2018-05-23|680|""|t
582|9|10|2018-03-01|725|""|t
583|5|6|2018-03-01|665|""|t
584|9|10|2018-03-01|767|""|t
586|7|8|2018-03-02|727|""|t
597|9|10|2018-03-03|516|""|t
587|8|9|2018-03-02|198|""|t
588|9|10|2018-03-02|735|""|t
589|5|6|2018-03-02|665|""|t
590|5|6|2018-03-02|538|""|t
591|9|10|2018-03-02|549|""|t
1433|7|8|2018-05-24|755|""|t
593|2|2|2018-03-02|718|""|t
594|12|17|2018-03-03|39|AR@2018-06-02|t
595|2|2|2018-03-03|226|""|t
596|9|10|2018-03-03|797|""|t
598|9|10|2018-03-03|797|""|t
599|9|10|2018-03-03|797|""|t
1427|11|16|2018-05-23|312|""|t
601|9|10|2018-03-03|611|""|t
602|9|10|2018-03-05|497|""|t
603|9|10|2018-03-05|657|""|t
604|2|2|2018-03-05|318|""|t
1439|12|17|2018-05-25|9|AR@2018-06-03|t
605|9|10|2018-03-05|519|""|t
1445|5|6|2018-05-25|588|""|t
609|7|8|2018-03-05|344|""|t
1451|3|2|2018-05-25|315|""|t
610|9|10|2018-03-05|625|""|t
612|6|13|2018-03-05|376|""|t
611|6|13|2018-03-05|367|""|t
613|9|10|2018-03-05|608|""|t
615|9|10|2018-03-06|688|""|t
614|8|9|2018-03-05|12|""|t
616|7|8|2018-03-06|742|""|t
617|2|2|2018-03-06|430|""|t
618|6|15|2018-03-06|591|""|t
619|9|10|2018-03-06|725|""|t
694|3|2|2018-03-12|805|""|t
692|3|2|2018-03-12|804|""|t
639|3|2|2018-03-08|543|""|t
621|7|8|2018-03-06|475|""|t
622|7|8|2018-03-06|427|""|t
623|2|2|2018-03-06|221|""|t
1328|9|10|2018-05-14|550|""|t
626|5|6|2018-03-07|800|""|t
627|9|10|2018-03-07|606|""|t
628|2|2|2018-03-07|447|""|t
629|8|9|2018-03-07|64|""|t
630|7|8|2018-03-07|399|""|t
632|2|2|2018-03-07|263|""|t
633|5|6|2018-03-07|767|""|t
634|2|2|2018-03-07|314|""|t
635|8|9|2018-03-07|740|""|t
636|2|2|2018-03-07|214|""|t
637|7|8|2018-03-08|801|""|t
638|9|10|2018-03-08|621|""|t
640|9|10|2018-03-08|711|""|t
641|5|6|2018-03-08|760|""|t
642|2|1|2018-03-08|76|""|t
769|2|17|2018-03-20|138|""|t
774|8|9|2018-03-20|133|""|t
702|4|4|2018-03-13|14|""|t
643|7|8|2018-03-08|307|""|t
779|8|9|2018-03-20|147|""|t
784|11|16|2018-03-20|431|""|t
644|9|10|2018-03-08|617|""|t
645|9|10|2018-03-08|606|""|t
646|2|2|2018-03-08|215|""|t
1339|5|6|2018-05-15|588|""|t
1350|8|9|2018-05-16|120|""|t
652|2|2|2018-03-08|219|""|t
653|9|10|2018-03-09|703|""|t
654|9|10|2018-03-09|624|""|t
655|7|8|2018-03-09|727|""|t
656|7|8|2018-03-09|276|""|t
657|8|9|2018-03-09|124|""|t
658|11|16|2018-03-09|287|""|t
659|6|15|2018-03-09|535|""|t
660|11|16|2018-03-09|204|""|t
788|12|17|2018-03-20|155|Change of Directors|t
661|6|13|2018-03-09|376|""|t
662|9|10|2018-03-09|656|""|t
792|4|4|2018-03-20|738|""|t
722|4|4|2018-03-14|738|""|t
711|4|4|2018-03-14|738|""|t
663|8|9|2018-03-09|128|""|t
664|8|9|2018-03-09|128|""|t
796|3|2|2018-03-20|287|""|t
737|4|4|2018-03-15|77|""|t
727|4|4|2018-03-15|789|""|t
723|4|4|2018-03-14|126|""|t
665|11|16|2018-03-09|328|""|t
1362|9|10|2018-05-17|519|""|t
667|9|10|2018-03-12|792|""|t
1372|7|8|2018-05-18|386|""|t
1380|11|16|2018-05-21|354|""|t
1388|8|9|2018-05-21|836|""|t
675|11|16|2018-03-12|-1|""|f
676|11|16|2018-03-12|470|""|f
677|11|16|2018-03-12|470|""|f
707|4|4|2018-03-13|789|""|t
695|4|4|2018-03-12|803|""|t
685|4|4|2018-03-12|803|""|t
1395|11|16|2018-05-21|249|""|t
1403|9|10|2018-05-22|629|""|t
1410|3|2|2018-05-23|380|""|t
678|9|10|2018-03-12|633|""|t
680|11|16|2018-03-12|470|""|f
1416|9|10|2018-05-23|498|""|t
1422|5|6|2018-05-23|711|""|t
682|9|10|2018-03-12|633|""|t
683|9|10|2018-03-12|597|""|t
684|7|8|2018-03-12|287|""|t
1428|11|16|2018-05-23|312|""|t
686|9|10|2018-03-12|540|""|t
687|9|10|2018-03-12|540|""|t
1440|9|10|2018-05-25|656|""|t
1446|8|9|2018-05-25|157|""|t
1452|11|16|2018-05-25|359|""|t
688|7|8|2018-03-12|353|""|t
1434|4|4|2018-05-24|832|""|t
689|9|10|2018-03-12|597|""|t
690|9|10|2018-03-12|704|""|t
691|9|10|2018-03-12|540|""|t
693|7|8|2018-03-12|353|""|t
696|6|13|2018-03-13|307|""|t
697|12|17|2018-03-13|794|Secretarial Fee|t
716|7|8|2018-03-14|343|""|t
698|2|1|2018-03-13|549|""|t
699|8|9|2018-03-13|153|""|t
700|2|6|2018-03-13|549|""|t
701|8|9|2018-03-13|50|""|t
717|9|10|2018-03-14|724|""|t
704|8|9|2018-03-13|34|""|t
705|8|9|2018-03-13|34|""|t
706|9|10|2018-03-13|711|""|t
708|6|13|2018-03-13|268|""|t
709|7|8|2018-03-13|316|""|t
718|11|16|2018-03-14|224|""|f
710|5|6|2018-03-14|550|""|t
712|7|8|2018-03-14|253|""|t
713|7|8|2018-03-14|727|""|t
714|9|10|2018-03-14|568|""|t
715|11|16|2018-03-14|316|""|f
719|7|8|2018-03-14|224|""|t
731|8|9|2018-03-15|99|""|t
720|2|1|2018-03-14|40|""|t
721|2|1|2018-03-14|316|""|t
725|8|9|2018-03-14|188|""|t
726|8|9|2018-03-15|189|""|t
729|7|8|2018-03-15|455|""|t
730|2|1|2018-03-15|640|""|t
732|2|1|2018-03-15|432|""|t
733|8|9|2018-03-15|189|""|t
734|8|9|2018-03-15|189|""|t
735|5|6|2018-03-15|568|""|t
736|7|8|2018-03-15|364|""|t
738|7|8|2018-03-15|454|""|t
770|8|9|2018-03-20|56|""|t
739|8|9|2018-03-15|143|""|t
740|2|2|2018-03-15|770|""|t
741|5|6|2018-03-15|556|""|t
742|5|6|2018-03-15|662|""|t
743|5|6|2018-03-15|497|""|t
744|5|6|2018-03-15|807|""|t
745|2|1|2018-03-15|808|""|t
747|9|10|2018-03-16|615|""|t
748|8|9|2018-03-16|67|""|t
749|2|2|2018-03-16|374|""|t
815|2|1|2018-03-21|299|""|t
775|12|17|2018-03-20|139|Change of Directors|t
750|9|10|2018-03-16|552|""|t
1329|2|6|2018-05-14|669|""|t
754|8|9|2018-03-16|36|""|t
756|7|8|2018-03-16|774|""|t
757|5|6|2018-03-19|665|""|t
758|9|10|2018-03-19|576|""|t
759|12|17|2018-03-19|142|AR@2018-04-01|t
760|6|13|2018-03-19|415|""|t
761|8|9|2018-03-19|45|""|t
762|8|9|2018-03-19|36|""|t
763|9|10|2018-03-19|615|""|t
764|7|8|2018-03-19|785|""|t
765|12|17|2018-03-19|34|FS@2017-09-30|t
766|12|17|2018-03-19|168|AR@2018-04-01|t
752|4|4|2018-03-16|809|""|t
780|5|6|2018-03-20|682|""|t
785|7|8|2018-03-20|224|""|t
789|8|9|2018-03-20|119|""|t
793|5|6|2018-03-20|699|""|t
797|7|8|2018-03-21|470|""|t
751|4|4|2018-03-16|809|""|t
681|4|4|2018-03-12|802|""|t
674|4|4|2018-03-12|738|""|t
669|4|4|2018-03-12|126|""|t
668|4|4|2018-03-12|126|""|t
650|4|4|2018-03-08|189|""|t
625|4|4|2018-03-07|787|""|t
624|4|4|2018-03-07|787|""|t
620|4|4|2018-03-06|738|""|t
608|4|4|2018-03-05|172|""|t
606|4|4|2018-03-05|147|""|t
567|4|4|2018-02-27|8|""|t
563|4|4|2018-02-27|101|""|t
555|4|4|2018-02-26|789|""|t
540|4|4|2018-02-23|788|""|t
535|4|4|2018-02-22|53|""|t
533|4|4|2018-02-22|789|""|t
524|4|4|2018-02-21|198|""|t
519|4|4|2018-02-21|789|""|t
498|4|4|2018-02-19|108|""|t
496|4|4|2018-02-15|150|""|t
484|4|4|2018-02-14|738|""|t
479|4|4|2018-02-14|788|""|t
474|4|4|2018-02-13|726|""|t
462|4|4|2018-02-13|54|""|t
461|4|4|2018-02-13|787|""|t
460|4|4|2018-02-13|38|""|t
451|4|4|2018-02-12|728|""|t
450|4|4|2018-02-12|728|""|t
427|4|4|2018-02-08|108|""|t
423|4|4|2018-02-08|128|""|t
421|4|4|2018-02-08|128|""|t
414|4|4|2018-02-08|777|""|t
410|4|4|2018-02-07|153|""|t
409|4|4|2018-02-07|739|""|t
390|4|4|2018-02-06|198|""|t
389|4|4|2018-02-06|198|""|t
388|4|4|2018-02-06|198|""|t
382|4|4|2018-02-06|198|""|t
368|4|4|2018-02-06|738|""|t
362|4|4|2018-02-05|49|""|t
360|4|4|2018-02-05|51|""|t
359|4|4|2018-02-05|51|""|t
358|4|4|2018-02-05|51|""|t
17|4|4|2018-01-02|171|""|t
802|4|4|2018-03-21|82|""|t
801|4|4|2018-03-21|82|""|t
800|4|4|2018-03-21|82|""|t
803|11|16|2018-03-21|257|""|t
804|12|17|2018-03-21|168|AR@2018-04-01|t
808|8|9|2018-03-21|25|""|t
822|9|10|2018-03-22|514|""|t
809|8|9|2018-03-21|25|""|t
810|8|9|2018-03-21|25|""|t
811|2|1|2018-03-21|299|""|t
812|2|1|2018-03-21|779|""|t
813|2|1|2018-03-21|707|""|t
814|2|1|2018-03-21|408|""|t
807|6|13|2018-03-21|360|""|t
806|6|13|2018-03-21|364|""|t
805|6|13|2018-03-21|408|""|t
816|3|2|2018-03-21|489|""|t
817|5|6|2018-03-21|699|""|t
818|5|6|2018-03-21|610|""|t
819|3|2|2018-03-21|310|""|t
820|4|4|2018-03-21|108|""|t
821|2|1|2018-03-22|177|""|t
823|7|8|2018-03-22|306|""|t
824|7|8|2018-03-22|337|""|t
825|11|16|2018-03-22|213|""|t
826|9|10|2018-03-22|665|""|t
827|5|6|2018-03-22|665|""|t
828|5|6|2018-03-22|659|""|t
829|8|9|2018-03-22|39|""|t
830|5|6|2018-03-22|569|""|t
831|11|16|2018-03-22|326|""|t
832|12|17|2018-03-22|83|Change of Director|t
833|5|6|2018-03-22|570|""|t
834|7|8|2018-03-22|755|""|t
1340|8|9|2018-05-15|172|""|t
835|5|6|2018-03-22|658|""|t
836|3|2|2018-03-22|477|""|t
837|11|16|2018-03-23|405|""|t
838|11|16|2018-03-23|265|""|t
839|11|16|2018-03-23|469|""|t
840|12|17|2018-03-23|141|Annual Return @ 2018-04-26|t
841|2|1|2018-03-23|504|""|t
842|11|16|2018-03-23|398|""|t
843|5|6|2018-03-23|606|""|t
1351|9|10|2018-05-16|817|""|t
1363|3|2|2018-05-17|307|""|t
844|9|10|2018-03-23|665|""|t
845|5|6|2018-03-23|606|""|t
848|12|17|2018-03-23|95|Annual Return @ 2018-04-15|t
847|4|4|2018-03-23|197|""|t
1330|2|6|2018-05-14|669|""|t
850|12|17|2018-03-23|52|Annual Return @ 2018-04-15|t
851|7|8|2018-03-26|213|""|t
852|9|10|2018-03-26|701|""|t
896|9|10|2018-03-29|498|""|t
846|7|8|2018-03-23|397|""|t
853|7|8|2018-03-26|397|""|t
854|5|6|2018-03-26|768|""|t
855|3|2|2018-03-26|374|""|t
1341|8|9|2018-05-15|182|""|t
858|9|10|2018-03-26|597|""|t
856|8|9|2018-03-26|812|""|t
859|8|9|2018-03-26|187|""|t
860|12|17|2018-03-26|50|Annual Return @ 2018-04-05|t
861|6|13|2018-03-26|250|""|t
863|12|17|2018-03-27|35|Annual Return @ 2018-04-10|t
864|11|16|2018-03-27|490|""|t
865|8|9|2018-03-27|28|""|t
867|12|17|2018-03-27|186|Annual Return @ 2018-04-12|t
868|2|6|2018-03-27|503|""|t
869|2|6|2018-03-27|504|""|t
1352|7|8|2018-05-16|394|""|t
1364|3|2|2018-05-17|462|""|t
870|11|16|2018-03-27|273|""|t
1373|7|8|2018-05-18|253|""|t
871|2|6|2018-03-27|561|""|t
872|11|16|2018-03-27|273|""|t
873|8|9|2018-03-27|118|""|t
874|8|9|2018-03-27|118|""|t
875|4|4|2018-03-27|12|""|t
1381|11|16|2018-05-21|413|""|t
876|11|16|2018-03-27|423|""|t
877|11|16|2018-03-27|423|""|t
878|5|6|2018-03-27|533|""|t
880|7|8|2018-03-27|393|""|t
879|4|4|2018-03-27|738|""|t
866|4|4|2018-03-27|197|""|t
862|4|4|2018-03-26|128|""|t
849|4|4|2018-03-23|153|""|t
1389|5|6|2018-05-21|620|""|t
882|5|6|2018-03-27|574|""|t
883|11|16|2018-03-28|733|""|t
884|7|8|2018-03-28|718|""|t
885|12|17|2018-03-28|68|FS@2017-07-31|t
886|5|6|2018-03-28|660|""|t
887|8|9|2018-03-28|152|""|t
890|3|2|2018-03-28|806|""|t
891|3|2|2018-03-28|814|""|t
888|4|4|2018-03-28|813|""|t
889|4|4|2018-03-28|813|""|t
881|4|4|2018-03-27|789|""|t
892|3|2|2018-03-29|263|""|t
894|9|10|2018-03-29|498|""|t
895|11|16|2018-03-29|400|""|t
897|9|10|2018-03-29|513|""|t
898|9|10|2018-03-29|496|""|t
899|9|10|2018-03-29|507|""|t
900|9|10|2018-03-29|553|""|t
901|9|10|2018-03-29|666|""|t
902|9|10|2018-03-29|680|""|t
903|8|9|2018-03-29|45|""|t
904|6|14|2018-03-29|125|""|t
893|4|4|2018-03-29|197|""|t
905|7|8|2018-03-29|224|""|t
1396|7|8|2018-05-22|412|""|t
909|12|17|2018-03-30|519|CTC Form 9, 24,44,49 & M&A|t
910|11|16|2018-03-30|275|""|t
912|3|2|2018-03-30|305|""|t
913|8|9|2018-03-30|174|""|t
914|11|16|2018-03-30|262|""|t
915|7|8|2018-03-30|718|""|t
916|7|8|2018-03-30|815|""|t
917|11|16|2018-03-30|488|""|t
921|11|16|2018-03-30|302|""|t
1404|7|8|2018-05-22|333|""|t
1411|3|2|2018-05-23|380|""|t
922|8|9|2018-03-30|174|""|t
923|11|16|2018-03-30|351|""|t
924|3|2|2018-03-30|438|""|t
1417|8|9|2018-05-23|92|""|t
925|11|16|2018-03-30|349|""|t
926|11|16|2018-03-30|349|""|t
927|11|16|2018-03-30|349|""|t
939|9|10|2018-04-02|603|""|t
928|5|6|2018-03-30|591|""|t
929|5|6|2018-03-30|591|""|t
930|8|9|2018-03-30|180|""|t
931|11|16|2018-03-30|261|""|t
932|11|16|2018-03-30|261|""|t
933|6|13|2018-03-30|327|""|t
934|5|6|2018-03-30|610|""|t
935|11|16|2018-04-02|352|""|t
936|3|2|2018-04-02|543|""|t
937|8|9|2018-04-02|2|""|t
938|8|9|2018-04-02|56|""|t
940|11|16|2018-04-02|489|""|t
941|7|8|2018-04-02|421|""|t
942|9|10|2018-04-02|591|""|t
943|11|16|2018-04-02|270|""|t
1423|7|8|2018-05-23|346|""|t
944|8|9|2018-04-02|83|""|t
1429|11|16|2018-05-23|206|""|t
945|9|10|2018-04-02|538|""|t
946|8|9|2018-04-02|119|""|t
947|11|16|2018-04-02|211|""|t
911|4|4|2018-03-30|108|""|t
906|4|4|2018-03-29|126|""|t
920|4|4|2018-03-30|180|""|t
919|4|4|2018-03-30|741|""|t
918|4|4|2018-03-30|741|""|t
1435|11|16|2018-05-24|412|""|t
1441|8|9|2018-05-25|83|""|t
1447|8|9|2018-05-25|178|""|t
908|4|14|2018-03-29|155|""|t
948|8|9|2018-04-02|133|""|t
949|8|9|2018-04-02|136|""|t
951|8|9|2018-04-02|178|""|t
952|8|9|2018-04-02|165|""|t
953|8|9|2018-04-02|183|""|t
954|8|9|2018-04-02|157|""|t
955|8|9|2018-04-02|193|""|t
956|8|9|2018-04-03|138|""|t
957|8|9|2018-04-03|147|""|t
958|8|9|2018-04-03|155|""|t
959|11|16|2018-04-03|331|""|t
1331|9|10|2018-05-15|559|""|t
960|8|9|2018-04-03|139|""|t
1001|8|9|2018-04-06|41|""|t
961|5|6|2018-04-03|700|""|t
962|8|9|2018-04-03|812|""|t
963|8|9|2018-04-03|84|""|t
965|12|17|2018-04-03|67|FS @ 2017-12-31|t
964|4|4|2018-04-03|38|""|t
967|3|2|2018-04-03|307|""|t
968|3|2|2018-04-03|258|""|t
969|11|16|2018-04-04|333|""|t
970|9|10|2018-04-04|816|""|t
971|12|17|2018-04-04|55|Annual Return @ 2018-04-26|t
972|11|16|2018-04-04|350|""|t
973|3|2|2018-04-04|742|""|t
1342|12|17|2018-05-15|675|FS@2017-12-31|t
974|9|10|2018-04-04|816|""|t
966|4|4|2018-04-03|202|""|t
976|4|4|2018-04-04|126|""|t
975|4|4|2018-04-04|788|""|t
978|7|8|2018-04-05|341|""|t
979|12|17|2018-04-05|147|Annual Return @ 2018-04-15|t
1353|9|10|2018-05-16|674|""|t
980|7|8|2018-04-05|412|""|t
981|12|17|2018-04-05|133|Annual Return @ 2018-04-18|t
982|9|10|2018-04-05|817|""|t
983|9|10|2018-04-05|817|""|t
986|11|16|2018-04-05|398|""|t
987|12|17|2018-04-05|647|True Copy of F9, F24 & F49|t
1365|12|17|2018-05-17|43|FS @ 2017-12-31|t
1374|4|4|2018-05-18|101|""|t
1382|7|8|2018-05-21|713|""|t
988|7|8|2018-04-05|284|""|t
950|4|4|2018-04-02|75|""|t
989|8|9|2018-04-06|779|""|t
990|8|9|2018-04-06|108|""|t
991|8|9|2018-04-06|803|""|t
992|3|2|2018-04-06|212|""|t
993|9|10|2018-04-06|518|""|t
994|8|9|2018-04-06|127|""|t
995|8|9|2018-04-06|176|""|t
997|8|9|2018-04-06|163|""|t
998|8|9|2018-04-06|809|""|t
999|5|6|2018-04-06|702|""|t
1000|11|16|2018-04-06|398|""|t
1397|7|8|2018-05-22|337|""|t
1002|3|2|2018-04-06|819|""|t
1003|5|6|2018-04-07|604|""|t
1004|5|6|2018-04-07|656|""|t
1005|11|16|2018-04-07|260|""|t
996|4|4|2018-04-06|124|""|t
977|4|4|2018-04-05|126|""|t
1006|8|9|2018-04-09|779|""|t
1008|3|2|2018-04-09|258|""|t
1009|5|6|2018-04-09|586|""|t
1010|12|17|2018-04-09|702|CTC F9, F24, F49, M&A & Audited Accaount 2016.|t
1011|11|16|2018-04-09|353|""|t
1012|5|6|2018-04-09|494|""|t
1013|7|8|2018-04-09|219|""|t
1014|8|9|2018-04-09|128|""|t
1015|8|9|2018-04-09|126|""|t
1016|3|2|2018-04-09|340|""|t
1017|5|6|2018-04-09|690|""|t
1018|7|8|2018-04-09|399|""|t
1019|12|17|2018-04-09|596|CTC M&A, F9,F24, F44, F49, F32A & Annual Return 2017|t
1007|4|4|2018-04-09|788|""|t
1021|12|17|2018-04-09|595|CTC|t
1022|11|16|2018-04-09|483|""|t
1023|3|2|2018-04-09|336|""|t
1025|12|17|2018-04-10|518|Annual Return @ 2018-04-03|t
1026|8|9|2018-04-10|44|""|t
1020|4|4|2018-04-09|159|""|t
1028|12|17|2018-04-10|531|Annual Return @ 2018-04-07|t
1029|8|9|2018-04-10|135|""|t
1030|11|16|2018-04-10|398|""|t
1031|11|16|2018-04-10|354|""|t
1032|5|6|2018-04-10|725|""|t
1033|11|16|2018-04-10|359|""|t
1035|12|17|2018-04-10|523|Annual Return @ 2018-04-30|t
1036|5|6|2018-04-11|800|""|t
1037|12|17|2018-04-11|528|Annual Return @ 2018-04-30|t
1038|7|8|2018-04-11|820|""|t
1039|9|10|2018-04-11|817|""|t
1040|5|6|2018-04-11|604|""|t
1041|5|6|2018-04-11|656|""|t
1042|5|6|2018-04-11|638|""|t
1043|12|17|2018-04-11|680|CTC documents|t
1044|3|2|2018-04-12|287|""|t
1045|11|16|2018-04-12|272|""|t
1046|5|6|2018-04-12|591|""|t
1047|8|9|2018-04-12|43|""|t
1048|12|17|2018-04-12|625|CTC Doc|t
1049|9|10|2018-04-12|593|""|t
1050|5|6|2018-04-12|821|""|t
1051|9|10|2018-04-12|722|""|t
1052|9|10|2018-04-12|679|""|t
1053|5|6|2018-04-12|511|""|t
1054|11|16|2018-04-12|245|""|t
1055|9|10|2018-04-12|617|""|t
1056|9|10|2018-04-13|548|""|t
1057|7|8|2018-04-13|742|""|t
1024|4|4|2018-04-09|741|""|t
985|4|4|2018-04-05|818|""|t
1058|7|8|2018-04-13|211|""|t
1059|5|6|2018-04-13|656|""|t
1060|11|16|2018-04-13|355|""|t
1061|3|2|2018-04-13|415|""|t
984|4|4|2018-04-05|818|""|t
1027|4|4|2018-04-10|186|""|t
1062|8|9|2018-04-13|114|""|t
1063|9|10|2018-04-13|508|""|t
1064|12|17|2018-04-13|725|CTC|t
1034|4|4|2018-04-10|163|""|t
1066|11|16|2018-04-13|309|""|t
1067|7|8|2018-04-13|795|""|t
1068|12|17|2018-04-13|655|Annual Return @ 2018-04-15|t
1069|11|16|2018-04-16|290|""|t
1070|3|2|2018-04-16|211|""|t
1071|9|10|2018-04-16|535|""|t
1072|9|10|2018-04-16|644|""|t
1073|9|10|2018-04-16|697|""|t
1074|12|17|2018-04-16|505|Annual Return @ 2018-04-17|t
1180|4|4|2018-05-02|184|""|t
1075|9|10|2018-04-16|539|""|t
1065|4|4|2018-04-13|198|""|t
1077|11|16|2018-04-16|339|""|t
1079|12|17|2018-04-16|580|Annual Return @ 2018-04-18|t
1179|4|4|2018-05-02|197|""|t
1081|6|15|2018-04-16|606|""|t
1082|8|9|2018-04-16|740|""|t
1084|7|8|2018-04-17|406|""|t
1085|3|2|2018-04-17|402|""|t
1086|8|9|2018-04-17|130|""|t
1087|7|8|2018-04-17|295|""|t
1088|5|6|2018-04-17|639|""|t
1089|7|8|2018-04-17|295|""|t
1083|4|4|2018-04-17|750|""|t
1078|4|4|2018-04-16|40|""|t
1076|4|4|2018-04-16|12|""|t
1091|12|17|2018-04-17|202|Annual Return @ 2018-04-19|t
1117|8|9|2018-04-23|808|""|t
1092|5|6|2018-04-17|625|""|t
1093|5|6|2018-04-17|625|""|t
1094|9|10|2018-04-18|625|""|t
1090|4|4|2018-04-17|739|""|t
1080|4|4|2018-04-16|24|""|t
1096|3|2|2018-04-18|228|""|t
1097|12|17|2018-04-18|670|Annual Return @ 2018-04-18|t
1098|7|8|2018-04-18|381|""|t
1099|8|9|2018-04-18|25|""|t
1100|7|8|2018-04-18|394|""|t
1101|3|2|2018-04-18|398|""|t
1095|4|4|2018-04-18|163|""|t
1103|12|17|2018-04-19|515|CTC M&A, F49, S58, F44, F24 & F32A|t
1104|7|8|2018-04-19|268|""|t
1105|11|16|2018-04-19|338|""|t
1106|12|17|2018-04-19|492|Annual Return @ 2018-04-18|t
1129|4|9|2018-04-24|73|""|t
1107|11|16|2018-04-19|390|""|t
1108|11|16|2018-04-19|390|""|t
1109|9|10|2018-04-19|506|""|t
1110|9|10|2018-04-19|625|""|t
1111|9|10|2018-04-19|559|""|t
1112|12|17|2018-04-20|533|Annual Return @ 2018-04-19|t
1118|7|8|2018-04-23|306|""|t
1113|6|13|2018-04-20|367|""|t
1114|11|16|2018-04-20|280|""|t
1115|5|6|2018-04-20|823|""|t
1116|3|2|2018-04-20|819|""|t
1119|11|16|2018-04-23|321|""|t
1120|3|2|2018-04-23|804|""|t
1121|11|16|2018-04-23|434|""|t
1122|11|16|2018-04-23|288|""|t
1128|4|9|2018-04-24|73|""|t
1123|3|2|2018-04-23|367|""|t
1124|3|2|2018-04-23|367|""|t
1125|5|6|2018-04-23|559|""|t
1126|5|6|2018-04-23|558|""|t
1102|4|4|2018-04-19|159|""|t
1127|11|16|2018-04-24|353|""|t
1332|8|9|2018-05-15|136|""|t
1130|11|16|2018-04-24|437|""|t
1131|5|6|2018-04-24|591|""|t
1132|8|9|2018-04-24|112|""|t
1144|9|10|2018-04-25|537|""|t
1133|2|4|2018-04-24|141|""|t
1134|9|10|2018-04-24|592|""|t
1135|5|6|2018-04-24|539|""|t
1136|11|16|2018-04-24|365|""|t
1137|6|15|2018-04-24|539|""|t
1138|11|16|2018-04-24|366|""|t
1139|9|10|2018-04-25|677|""|t
1140|11|16|2018-04-25|366|""|t
1141|11|16|2018-04-25|341|""|t
1142|3|2|2018-04-25|230|""|t
1143|7|8|2018-04-25|543|""|t
1343|3|2|2018-05-15|543|""|t
1148|7|8|2018-04-25|231|""|t
1147|7|8|2018-04-25|419|""|t
1145|7|8|2018-04-25|368|""|t
1146|7|8|2018-04-25|473|""|t
1150|3|2|2018-04-26|824|""|t
1151|6|15|2018-04-26|541|""|t
1152|7|8|2018-04-26|825|""|t
1154|5|6|2018-04-27|626|""|t
1155|3|2|2018-04-27|380|""|t
1156|8|9|2018-04-27|747|""|t
1354|9|10|2018-05-16|674|""|t
1157|3|2|2018-04-27|804|""|t
1158|3|2|2018-04-27|804|""|t
1160|2|1|2018-04-27|827|""|t
1162|5|6|2018-04-27|515|""|t
1163|11|16|2018-04-30|413|""|t
1164|11|16|2018-04-30|231|""|t
1165|7|8|2018-04-30|306|""|t
1166|11|16|2018-04-30|230|""|t
1167|11|16|2018-04-30|368|""|t
1168|5|6|2018-04-30|828|""|t
1169|11|16|2018-04-30|491|""|t
1159|4|4|2018-04-27|186|""|t
1153|4|4|2018-04-26|174|""|t
1149|4|4|2018-04-26|57|""|t
1171|7|8|2018-05-02|804|""|t
1172|12|17|2018-05-02|693|FS @ 2013-06-30|t
1173|3|2|2018-05-02|290|""|t
1170|4|4|2018-04-30|812|""|t
1175|5|6|2018-05-02|515|""|t
